price,odometer,state,lat,long,Odometer_Price_Ratio,Man_dep_OP,condition_excellent,condition_fair,condition_good,condition_like new,condition_new,fuel_diesel,fuel_electric,fuel_gas,fuel_hybrid,fuel_other,transmission_automatic,transmission_manual,transmission_other,drive_4wd,drive_fwd,drive_rwd,type_freq,manufacturer_freq,paint_color_freq,car_age_freq,cylinders_freq,cluster
49990,41631,al,40.468785,-74.281707,0.8327865573114623,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.0342644948940838,0.059386164795904,0.0047683348805806,4
38990,134000,al,40.468785,-74.281707,3.436778661195178,29.45010485825107,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1393225869974962,0.2232818521956845,0.0707935972093285,0.2726109095000985,4
34990,135740,al,40.468785,-74.281707,3.879394112603601,15.511811324673186,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.0298759388977972,0.2232818521956845,0.0456578614229048,0.2726109095000985,4
10990,102078,al,40.468785,-74.281707,9.288262056414922,17.462093011717556,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0180605958308718,0.1515458407179227,0.0411286465805834,0.3593974175035868,4
29990,54703,al,40.468785,-74.281707,1.824041347115705,29.61564827359148,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.1239485751258896,0.1721242298928179,0.1031310659127352,0.0290038540523813,0.2726109095000985,4
38990,33474,al,40.468785,-74.281707,0.8585278276481149,31.393963540932194,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.1239485751258896,0.006498438686809,0.2232818521956845,0.0477255464596168,0.347399217936816,4
28990,118078,al,40.468785,-74.281707,4.073059675750259,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0579936422201592,0.2726109095000985,4
8990,127100,al,40.468785,-74.281707,14.137931034482758,29.45010485825107,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0254733170169071,0.1393225869974962,0.1820266126536698,0.0707935972093285,0.347399217936816,4
49990,98689,al,40.468785,-74.281707,1.9741748349669928,29.61564827359148,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0707935972093285,0.2726109095000985,4
26990,105070,al,40.468785,-74.281707,3.892923304927751,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0477255464596168,0.0047683348805806,4
21990,25500,al,40.468785,-74.281707,1.159618008185539,28.39388205789908,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0529439896475089,0.2232818521956845,0.0356007539314147,0.3593974175035868,4
24990,139567,al,40.468785,-74.281707,5.584913965586234,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0579936422201592,0.2726109095000985,4
24990,117851,al,40.468785,-74.281707,4.715926370548219,31.393963540932194,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.1239485751258896,0.006498438686809,0.2232818521956845,0.0635074689847244,0.347399217936816,4
9990,38700,al,40.468785,-74.281707,3.873873873873874,33.24576176710301,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.1239485751258896,0.0650828480603145,0.2232818521956845,0.0029960334205418,0.0018144991138492,4
47990,39253,al,40.468785,-74.281707,0.8179412377578662,29.61564827359148,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0635074689847244,0.2726109095000985,4
22990,181410,al,40.468785,-74.281707,7.890822096563723,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0477255464596168,0.2726109095000985,4
29990,124669,al,40.468785,-74.281707,4.157019006335445,29.61564827359148,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0534222297240273,0.2726109095000985,4
23990,32853,al,40.468785,-74.281707,1.369445602334306,29.45010485825107,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1393225869974962,0.2232818521956845,0.0534222297240273,0.2726109095000985,4
26990,201035,al,40.468785,-74.281707,7.448499444238607,29.61564827359148,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0477255464596168,0.2726109095000985,4
34990,70200,al,40.468785,-74.281707,2.006287510717348,29.61564827359148,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.0241651897487833,0.0187216924072354,0.2726109095000985,4
39990,68655,al,40.468785,-74.281707,1.7168042010502629,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0456578614229048,0.0047683348805806,4
31990,101335,al,40.468785,-74.281707,3.167708658955924,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0707935972093285,0.2726109095000985,4
36490,16535,al,40.468785,-74.281707,0.4531378459852014,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0356007539314147,0.0047683348805806,4
35990,45925,al,40.468785,-74.281707,1.2760489024729091,31.393963540932194,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.1239485751258896,0.006498438686809,0.2232818521956845,0.0456578614229048,0.347399217936816,4
5000,142307,al,8.964519,-54.052734,28.4614,51.70260066529553,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0632683489464652,0.0098320533378344,0.1031310659127352,0.0029819675359383,0.2726109095000985,4
29989,40750,ca,42.516691,-71.757701,1.358831571576245,29.45010485825107,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1393225869974962,0.2232818521956845,0.0639716431766393,0.2726109095000985,4
19998,40451,ca,42.516691,-71.757701,2.0227522752275227,31.87811834220981,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.1239485751258896,0.0915548428840689,0.1207978169747095,0.0635074689847244,0.347399217936816,4
19998,59568,ca,42.516691,-71.757701,2.978697869786979,29.61564827359148,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.0308464849354375,0.0462064309224407,0.2726109095000985,4
36998,53622,ca,42.516691,-71.757701,1.449321584950538,29.61564827359148,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0639716431766393,0.2726109095000985,4
34998,44430,ca,42.516691,-71.757701,1.2695011143493915,15.511811324673186,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.0298759388977972,0.2232818521956845,0.0639716431766393,0.2726109095000985,4
12998,56941,ca,42.516691,-71.757701,4.3807508847515,33.24576176710301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.2894196416012603,0.0650828480603145,0.2232818521956845,0.0494415843812417,0.347399217936816,4
29998,23215,ca,42.516691,-71.757701,0.7738849256617107,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0283286915914141,0.1207978169747095,0.0356007539314147,0.347399217936816,4
32998,21608,ca,42.516691,-71.757701,0.6548275653069883,15.511811324673186,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.0298759388977972,0.1820266126536698,0.0356007539314147,0.2726109095000985,4
29998,30609,ca,42.516691,-71.757701,1.0203680245349689,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0283286915914141,0.2232818521956845,0.023982333248938,0.347399217936816,4
9998,65909,ca,42.516691,-71.757701,6.592218443688738,28.93171058546328,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0243480462486285,0.1515458407179227,0.0579936422201592,0.347399217936816,4
23998,56589,ca,42.516691,-71.757701,2.3580715059588297,29.61564827359148,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.1721242298928179,0.2232818521956845,0.0477255464596168,0.347399217936816,4
15998,109139,ca,42.516691,-71.757701,6.822040255031879,33.24576176710301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0274284749767912,0.0650828480603145,0.2232818521956845,0.0639716431766393,0.3593974175035868,4
22500,115000,ca,35.6895,139.6917,5.111111111111111,29.45010485825107,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0348552620474301,0.1393225869974962,0.1031310659127352,0.0397220581202351,0.2726109095000985,4
5950,176927,co,41.3253,-72.2108,29.73563025210084,31.87811834220981,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.259515570934256,0.0915548428840689,0.2232818521956845,0.0132359974118772,0.347399217936816,4
2500,91998,ct,41.5371,-72.0849,36.7992,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.1721242298928179,0.1207978169747095,0.0397220581202351,0.347399217936816,4
5500,140299,ct,41.5371,-72.0849,25.50890909090909,30.536276878399256,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.027245618476946,0.0190311418685121,0.2232818521956845,0.0602160519875095,0.3593974175035868,4
14999,85200,ct,41.7149,-72.2134,5.680378691912794,20.339498683886664,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.008537991954314,0.1515458407179227,0.059386164795904,0.3593974175035868,4
47500,15000,ct,40.843,-74.2011,0.3157894736842105,29.45010485825107,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0348552620474301,0.1393225869974962,0.1820266126536698,0.0020817509213154,0.2726109095000985,4
3200,172000,ct,41.139308,-73.424086,53.75,29.937915525016496,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0141080822572931,0.1119644414437223,0.0144456634877767,0.3593974175035868,4
17800,56000,ct,41.3664,-71.9155,3.146067415730337,28.68636564028874,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0458688496919571,0.0247840886713365,0.1820266126536698,0.0456578614229048,0.347399217936816,4
6495,167000,ct,41.7312,-71.5468,25.71208622016936,29.61564827359148,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.1721242298928179,0.0308464849354375,0.0462064309224407,0.2726109095000985,4
2995,146000,ct,41.7312,-71.5468,48.74791318864774,52.69335900031236,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0042056994964413,0.1119644414437223,0.0290038540523813,0.347399217936816,4
7999,163118,ct,41.2175,-73.0549,20.392299037379672,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0254733170169071,0.0283286915914141,0.1119644414437223,0.0602160519875095,0.347399217936816,4
2800,124000,ct,41.889,-72.1476,44.285714285714285,15.511811324673186,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0839030016597743,0.0298759388977972,0.1207978169747095,0.0239401355951275,0.2726109095000985,4
12695,75000,ct,41.272914,-72.573624,5.907837731390311,33.24576176710301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0650828480603145,0.1820266126536698,0.059386164795904,0.347399217936816,4
5995,140000,ct,41.7312,-71.5468,23.352793994995828,25.49294327137502,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0458688496919571,0.0283286915914141,0.0342644948940838,0.0411286465805834,0.347399217936816,4
2000,184000,ct,41.854,-71.8683,92.0,51.70260066529553,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0458688496919571,0.0098320533378344,0.1031310659127352,0.0462064309224407,0.347399217936816,4
5000,130000,ct,41.524898,-72.065221,26.0,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0290038540523813,0.2726109095000985,4
12000,181000,ct,41.3572,-72.0579,15.083333333333334,31.87811834220981,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0839030016597743,0.0915548428840689,0.1820266126536698,0.0579936422201592,0.2726109095000985,4
9000,97700,ct,41.3572,-72.0579,10.855555555555556,28.31925613673581,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2894196416012603,0.0143472022955523,0.1515458407179227,0.0635074689847244,0.347399217936816,4
2699,165000,ct,41.3507,-72.1062,61.13375324194146,28.93171058546328,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0243480462486285,0.2232818521956845,0.0494415843812417,0.347399217936816,4
2900,180000,ct,41.7001,-72.21,62.06896551724138,33.24576176710301,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2894196416012603,0.0650828480603145,0.0308464849354375,0.0187216924072354,0.347399217936816,4
5495,157000,ct,41.7312,-71.5468,28.571428571428573,33.24576176710301,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0650828480603145,0.1207978169747095,0.0494415843812417,0.347399217936816,4
21500,71000,ct,41.8274,-71.52,3.302325581395349,29.61564827359148,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0579936422201592,0.2726109095000985,4
4300,198000,ct,41.6842,-72.3986,46.04651162790697,28.31925613673581,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0143472022955523,0.1820266126536698,0.0411286465805834,0.3593974175035868,4
8950,159672,ct,41.3253,-72.2108,17.840446927374302,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0283286915914141,0.1820266126536698,0.0635074689847244,0.347399217936816,4
3950,172095,ct,41.3253,-72.2108,43.56835443037975,17.437556837361644,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.2894196416012603,0.03170450389625,0.1515458407179227,0.0144456634877767,0.3593974175035868,4
6950,191037,ct,41.3253,-72.2108,27.487338129496404,28.68636564028874,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0254733170169071,0.0247840886713365,0.2232818521956845,0.0639716431766393,0.0100008439530762,4
9850,132860,ct,41.3253,-72.2108,13.488324873096447,25.49294327137502,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0283286915914141,0.1515458407179227,0.0602160519875095,0.3593974175035868,4
8950,77432,ct,41.3253,-72.2108,8.651620111731843,17.437556837361644,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.2894196416012603,0.03170450389625,0.1119644414437223,0.0534222297240273,0.3593974175035868,4
8200,118000,ct,42.5274,-71.7563,14.390243902439025,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.1119644414437223,0.0048808619574085,0.2726109095000985,4
2400,216000,ct,41.352767,-71.96384,90.0,26.38977874398792,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0456719273075083,0.1119644414437223,0.0462064309224407,0.3593974175035868,4
6799,127549,ct,41.3507,-72.1062,18.75996470069128,25.93816278841862,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0275128702844121,0.2232818521956845,0.0534222297240273,0.3593974175035868,4
6495,201000,ct,41.7312,-71.5468,30.94688221709007,29.45010485825107,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1393225869974962,0.0241651897487833,0.0462064309224407,0.2726109095000985,4
4200,199000,ct,41.112927,-73.406841,47.38095238095238,33.24576176710301,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0650828480603145,0.1031310659127352,0.0290038540523813,0.347399217936816,4
3900,175000,ct,41.6052,-71.9808,44.87179487179487,28.93171058546328,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0243480462486285,0.1820266126536698,0.0602160519875095,0.347399217936816,4
56000,10600,ct,41.5371,-72.0849,0.1892857142857142,29.61564827359148,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.0839030016597743,0.1721242298928179,0.1820266126536698,0.0639716431766393,0.2726109095000985,4
2800,113000,ct,41.3572,-72.0579,40.35714285714285,28.93171058546328,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0632683489464652,0.0243480462486285,0.1515458407179227,0.0462064309224407,0.347399217936816,4
6495,176000,ct,41.7312,-71.5468,27.0977675134719,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0254733170169071,0.0283286915914141,0.1031310659127352,0.0602160519875095,0.347399217936816,4
11000,131000,ct,41.8501,-72.4649,11.909090909090908,31.87811834220981,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0915548428840689,0.1820266126536698,0.0707935972093285,0.347399217936816,4
4000,170000,ct,41.802495,-72.703743,42.5,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0458688496919571,0.0283286915914141,0.0241651897487833,0.0411286465805834,0.347399217936816,4
11500,32779,ct,41.3253,-72.2108,2.8503478260869564,51.70260066529553,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0458688496919571,0.0098320533378344,0.2232818521956845,0.0016175767294005,0.2726109095000985,4
34975,117334,ct,41.5436,-72.343,3.3547962830593283,29.937915525016496,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0348552620474301,0.0141080822572931,0.1119644414437223,0.0016316426140039,0.2726109095000985,4
8000,77319,ct,41.3735,-71.8478,9.664875,17.437556837361644,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0632683489464652,0.03170450389625,0.1207978169747095,0.0579936422201592,0.3593974175035868,4
27500,127381,ct,42.777828,-73.74899,4.632036363636364,29.45010485825107,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1239485751258896,0.1393225869974962,0.1119644414437223,0.0494415843812417,0.2726109095000985,4
28400,18201,ct,42.777828,-73.74899,0.6408802816901409,17.437556837361644,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0254733170169071,0.03170450389625,0.1820266126536698,0.0456578614229048,0.347399217936816,4
23900,60412,ct,42.777828,-73.74899,2.5276987447698747,12.000728253729584,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0040791065350099,0.1820266126536698,0.0477255464596168,0.347399217936816,4
11900,115501,ct,42.777828,-73.74899,9.70596638655462,31.87811834220981,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0254733170169071,0.0915548428840689,0.1207978169747095,0.0602160519875095,0.3593974175035868,4
19800,96281,ct,42.777828,-73.74899,4.862676767676768,29.61564827359148,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0254733170169071,0.1721242298928179,0.1515458407179227,0.059386164795904,0.3593974175035868,4
8900,103255,ct,42.777828,-73.74899,11.601685393258428,33.24576176710301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0650828480603145,0.0308464849354375,0.0707935972093285,0.347399217936816,4
22800,74541,ct,42.777828,-73.74899,3.2693421052631577,12.000728253729584,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0458688496919571,0.0040791065350099,0.1820266126536698,0.0707935972093285,0.347399217936816,4
25900,123096,ct,42.777828,-73.74899,4.752741312741313,17.437556837361644,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0254733170169071,0.03170450389625,0.1119644414437223,0.0456578614229048,0.3593974175035868,4
29900,52941,ct,42.777828,-73.74899,1.7706020066889632,17.437556837361644,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0458688496919571,0.03170450389625,0.1207978169747095,0.0477255464596168,0.3593974175035868,4
12800,78458,ct,42.777828,-73.74899,6.12953125,25.49294327137502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0254733170169071,0.0283286915914141,0.1119644414437223,0.0707935972093285,0.347399217936816,4
