price,odometer,state,lat,long,Odometer_Price_Ratio,Man_dep_OP,condition_excellent,condition_fair,condition_good,condition_like new,condition_new,fuel_diesel,fuel_electric,fuel_gas,fuel_hybrid,fuel_other,transmission_automatic,transmission_manual,transmission_other,drive_4wd,drive_fwd,drive_rwd,type_freq,manufacturer_freq,paint_color_freq,car_age_freq,cylinders_freq,cluster
16324,74542,ar,37.0512,-93.2972,4.566405292820387,21.60205582182786,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.2894196416012603,0.0098883168762483,0.1207978169747095,0.0707935972093285,0.3593974175035868,1
16000,170000,ar,36.321184,-93.983395,10.625,31.87811834220981,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.259515570934256,0.0915548428840689,0.0308464849354375,0.0020817509213154,0.3593974175035868,1
4900,181567,ar,36.253196,-94.172778,37.05448979591837,33.24576176710301,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0632683489464652,0.0650828480603145,0.1515458407179227,0.0602160519875095,0.347399217936816,1
4900,141548,ar,36.253196,-94.172778,28.88734693877551,28.39388205789908,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0529439896475089,0.1820266126536698,0.0602160519875095,0.347399217936816,1
5900,180916,ar,36.24605,-94.162145,30.663728813559324,26.513447128918784,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0254733170169071,0.0330126311643739,0.1119644414437223,0.0707935972093285,0.3593974175035868,1
12788,78535,ar,36.004709,-94.284022,6.141304347826087,28.39388205789908,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.2894196416012603,0.0529439896475089,0.1820266126536698,0.0635074689847244,0.3593974175035868,1
36985,69312,ar,36.004709,-94.284022,1.8740570501554683,23.946222783330985,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0839030016597743,0.0364728387768306,0.2232818521956845,0.0477255464596168,0.2726109095000985,1
5800,136000,ar,36.0877,-94.3093,23.448275862068964,28.831375029876828,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0458688496919571,0.0182153205615101,0.1820266126536698,0.0707935972093285,0.347399217936816,1
14995,155000,ar,37.0969,-94.5051,10.336778926308767,28.39388205789908,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0529439896475089,0.2232818521956845,0.0707935972093285,0.2726109095000985,1
10950,115162,ar,37.0969,-94.5051,10.517077625570776,35.04687275675114,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0107322699524573,0.2232818521956845,0.0639716431766393,0.347399217936816,1
41500,82000,ar,37.0969,-94.5051,1.9759036144578312,23.946222783330985,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.0364728387768306,0.1515458407179227,0.0356007539314147,0.2726109095000985,1
13500,145000,ar,37.0969,-94.5051,10.74074074074074,28.39388205789908,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.259515570934256,0.0529439896475089,0.0241651897487833,0.0707935972093285,0.3593974175035868,1
